Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profit Margin,Sales Category,Profitable
Standard Class,Consumer,United States,Aurora,Illinois,60505,Central,Office Supplies,Art,9.34,2,0.20,3.15,33.75,Low,7.48
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,2563.06,8,0.10,313.26,12.22,High,2306.75
Standard Class,Corporate,United States,El Cajon,California,92020,West,Furniture,Chairs,387.14,4,0.20,4.84,1.25,Low,309.71
Second Class,Home Office,United States,Springfield,Ohio,45503,East,Office Supplies,Art,3.42,1,0.20,0.3,8.75,Low,2.74
Standard Class,Corporate,United States,Mount Vernon,New York,10550,East,Office Supplies,Storage,1085.42,7,0.00,282.21,26,High,1085.42
Standard Class,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Paper,43.06,9,0.20,15.61,36.25,Low,34.44
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Office Supplies,Binders,3.76,3,0.70,-2.76,-73.33,Low,1.13
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Office Supplies,Binders,34.86,2,0.70,-26.73,-76.67,Low,10.46
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Office Supplies,Storage,432.46,3,0.20,32.43,7.5,Low,345.96
Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Office Supplies,Storage,675.06,3,0.00,87.76,13,Medium,675.06
First Class,Corporate,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Envelopes,65.23,3,0.20,22.02,33.75,Low,52.19
First Class,Corporate,United States,Jacksonville,North Carolina,28540,South,Furniture,Chairs,207,3,0.20,25.88,12.5,Low,165.6
Second Class,Home Office,United States,Saint Charles,Illinois,60174,Central,Technology,Machines,600.53,2,0.30,137.26,22.86,Medium,420.37
Second Class,Home Office,United States,Saint Charles,Illinois,60174,Central,Office Supplies,Art,59.9,2,0.20,14.23,23.75,Low,47.92
Second Class,Home Office,United States,Saint Charles,Illinois,60174,Central,Technology,Accessories,637.44,8,0.20,135.46,21.25,Medium,509.95
Second Class,Home Office,United States,Saint Charles,Illinois,60174,Central,Furniture,Furnishings,51.76,3,0.60,-33.64,-65,Low,20.7
Standard Class,Home Office,United States,Miami,Florida,33180,South,Office Supplies,Paper,31.1,6,0.20,10.89,35,Low,24.88
Standard Class,Home Office,United States,Miami,Florida,33180,South,Office Supplies,Art,47.96,5,0.20,4.2,8.75,Low,38.37
Standard Class,Home Office,United States,Miami,Florida,33180,South,Technology,Accessories,158.93,7,0.20,41.72,26.25,Low,127.14
Standard Class,Home Office,United States,Miami,Florida,33180,South,Office Supplies,Appliances,211.25,6,0.20,15.84,7.5,Low,169
Standard Class,Home Office,United States,Miami,Florida,33180,South,Office Supplies,Supplies,5.55,2,0.20,-1.04,-18.75,Low,4.44
Standard Class,Home Office,United States,Miami,Florida,33180,South,Office Supplies,Labels,2.95,1,0.20,1,33.75,Low,2.36
Standard Class,Consumer,United States,Troy,Ohio,45373,East,Office Supplies,Binders,10.33,3,0.70,-7.58,-73.33,Low,3.1
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Binders,18.37,4,0.20,5.97,32.5,Low,14.69
Standard Class,Consumer,United States,New York City,New York,10011,East,Technology,Phones,299.9,2,0.00,74.98,25,Low,299.9
Standard Class,Corporate,United States,Arlington,Virginia,22204,South,Office Supplies,Envelopes,26.55,9,0.00,12.74,48,Low,26.55
Standard Class,Corporate,United States,Arlington,Virginia,22204,South,Technology,Accessories,111.98,2,0.00,26.88,24,Low,111.98
Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Furniture,Furnishings,4.93,2,0.20,0.74,15,Low,3.94
Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Labels,11.78,3,0.20,4.27,36.25,Low,9.43
Standard Class,Consumer,United States,Roseville,California,95661,West,Office Supplies,Art,7.98,3,0.00,2.07,26,Low,7.98
Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Envelopes,180.96,2,0.00,81.43,45,Low,180.96
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Technology,Accessories,1649.95,5,0.00,659.98,40,High,1649.95
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Furniture,Chairs,362.35,3,0.20,45.29,12.5,Low,289.88
Second Class,Home Office,United States,San Francisco,California,94110,West,Technology,Phones,73.58,2,0.20,8.28,11.25,Low,58.87
Standard Class,Consumer,United States,Bakersfield,California,93309,West,Furniture,Tables,486.37,4,0.20,36.48,7.5,Low,389.09
Standard Class,Home Office,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Paper,32.4,5,0.00,15.55,48,Low,32.4
Standard Class,Home Office,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Binders,41.86,7,0.00,19.26,46,Low,41.86
Standard Class,Home Office,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Binders,77.56,2,0.00,35.68,46,Low,77.56
Same Day,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Art,37.17,9,0.00,11.15,30,Low,37.17
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Storage,137.35,3,0.20,8.58,6.25,Low,109.88
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Furniture,Tables,376.51,3,0.30,-43.03,-11.43,Low,263.56
Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Furniture,Furnishings,62.72,4,0.00,24.46,39,Low,62.72
Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Technology,Phones,2939.93,7,0.00,764.38,26,High,2939.93
Standard Class,Home Office,United States,League City,Texas,77573,Central,Furniture,Chairs,512.36,3,0.30,-14.64,-2.86,Medium,358.65
Standard Class,Home Office,United States,League City,Texas,77573,Central,Office Supplies,Fasteners,3.49,2,0.20,0.57,16.25,Low,2.79
Standard Class,Home Office,United States,League City,Texas,77573,Central,Office Supplies,Art,22.29,7,0.20,3.9,17.5,Low,17.83
Standard Class,Home Office,United States,League City,Texas,77573,Central,Office Supplies,Paper,16.03,3,0.20,5.61,35,Low,12.83
Standard Class,Consumer,United States,Burlington,North Carolina,27217,South,Office Supplies,Art,1.75,1,0.20,0.15,8.75,Low,1.4
Standard Class,Consumer,United States,Burlington,North Carolina,27217,South,Office Supplies,Art,20.99,8,0.20,2.36,11.25,Low,16.79
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Storage,11.21,1,0.00,3.36,30,Low,11.21
First Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Art,45.04,2,0.20,4.5,10,Low,36.03
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,15.62,2,0.80,-25,-160,Low,3.12
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Appliances,8.74,2,0.00,2.27,26,Low,8.74
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Paper,44.75,5,0.00,20.59,46,Low,44.75
First Class,Home Office,United States,Hialeah,Florida,33012,South,Office Supplies,Storage,61.68,5,0.20,5.4,8.75,Low,49.34
First Class,Home Office,United States,Hialeah,Florida,33012,South,Technology,Phones,158.38,3,0.20,13.86,8.75,Low,126.7
Second Class,Corporate,United States,Aurora,Illinois,60505,Central,Office Supplies,Binders,2.86,4,0.80,-4.58,-160,Low,0.57
Second Class,Corporate,United States,Aurora,Illinois,60505,Central,Office Supplies,Binders,94.19,7,0.80,-164.84,-175,Low,18.84
Standard Class,Consumer,United States,Belleville,New Jersey,7109,East,Office Supplies,Paper,143.7,3,0.00,68.98,48,Low,143.7
Standard Class,Consumer,United States,Belleville,New Jersey,7109,East,Office Supplies,Paper,6.48,1,0.00,3.11,48,Low,6.48
Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,7.88,4,0.00,2.52,32,Low,7.88
First Class,Consumer,United States,Andover,Massachusetts,1810,East,Office Supplies,Storage,11.21,1,0.00,3.36,30,Low,11.21
First Class,Consumer,United States,Andover,Massachusetts,1810,East,Furniture,Chairs,354.9,5,0.00,88.73,25,Low,354.9
First Class,Consumer,United States,Andover,Massachusetts,1810,East,Office Supplies,Paper,17.94,3,0.00,8.79,49,Low,17.94
First Class,Consumer,United States,Andover,Massachusetts,1810,East,Office Supplies,Binders,51.8,4,0.00,23.31,45,Low,51.8
Second Class,Home Office,United States,Newark,Delaware,19711,East,Office Supplies,Binders,299.52,9,0.00,149.76,50,Low,299.52
Standard Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Art,7.7,2,0.00,3.16,41,Low,7.7
Standard Class,Corporate,United States,Decatur,Alabama,35601,South,Office Supplies,Paper,23.92,4,0.00,11.72,49,Low,23.92
Standard Class,Corporate,United States,Decatur,Alabama,35601,South,Technology,Accessories,498,5,0.00,184.26,37,Low,498
Standard Class,Corporate,United States,Hesperia,California,92345,West,Furniture,Chairs,436.7,6,0.20,-38.21,-8.75,Low,349.36
Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Office Supplies,Paper,32.4,5,0.00,15.55,48,Low,32.4
First Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Appliances,61.44,3,0.00,16.59,27,Low,61.44
Standard Class,Consumer,United States,Huntsville,Alabama,35810,South,Office Supplies,Storage,73.36,7,0.00,19.81,27,Low,73.36
Standard Class,Consumer,United States,Knoxville,Tennessee,37918,South,Office Supplies,Labels,59.2,5,0.20,22.2,37.5,Low,47.36
Standard Class,Consumer,United States,Knoxville,Tennessee,37918,South,Furniture,Furnishings,32.95,3,0.20,6.59,20,Low,26.36
Standard Class,Consumer,United States,Knoxville,Tennessee,37918,South,Furniture,Chairs,218.38,3,0.20,-10.92,-5,Low,174.7
Standard Class,Corporate,United States,Lawrence,Massachusetts,1841,East,Furniture,Furnishings,31.4,5,0.00,13.19,42,Low,31.4
Standard Class,Corporate,United States,Lawrence,Massachusetts,1841,East,Furniture,Furnishings,9.48,1,0.00,3.79,40,Low,9.48
Standard Class,Corporate,United States,Lawrence,Massachusetts,1841,East,Technology,Phones,209.5,10,0.00,58.66,28,Low,209.5
Standard Class,Corporate,United States,Lawrence,Massachusetts,1841,East,Furniture,Furnishings,24.3,5,0.00,10.45,43,Low,24.3
Standard Class,Corporate,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Paper,6.48,1,0.00,3.11,48,Low,6.48
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,32.45,2,0.20,7.3,22.5,Low,25.96
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,26.39,4,0.70,-17.59,-66.67,Low,7.92
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Tables,373.47,5,0.40,-112.04,-30,Low,224.08
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,64.2,5,0.70,-44.94,-70,Low,19.26
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Fasteners,8,2,0.20,2.8,35,Low,6.4
Standard Class,Consumer,United States,Athens,Georgia,30605,South,Furniture,Furnishings,186.54,3,0.00,41.04,22,Low,186.54
Standard Class,Consumer,United States,Great Falls,Montana,59405,West,Office Supplies,Storage,87.08,7,0.00,24.38,28,Low,87.08
Standard Class,Consumer,United States,Great Falls,Montana,59405,West,Technology,Phones,105.58,2,0.20,9.24,8.75,Low,84.47
Standard Class,Consumer,United States,Great Falls,Montana,59405,West,Technology,Accessories,217.44,6,0.00,91.32,42,Low,217.44
Second Class,Consumer,United States,El Paso,Texas,79907,Central,Office Supplies,Art,31.74,2,0.20,3.97,12.5,Low,25.4
Second Class,Consumer,United States,El Paso,Texas,79907,Central,Office Supplies,Appliances,5.43,2,0.80,-13.58,-250,Low,1.09
Second Class,Consumer,United States,El Paso,Texas,79907,Central,Furniture,Tables,913.43,5,0.30,-169.64,-18.57,Medium,639.4
Second Class,Consumer,United States,El Paso,Texas,79907,Central,Office Supplies,Storage,372.14,3,0.20,27.91,7.5,Low,297.72
Standard Class,Consumer,United States,Kissimmee,Florida,34741,South,Technology,Phones,751.98,2,0.20,84.6,11.25,Medium,601.59
First Class,Home Office,United States,Seattle,Washington,98105,West,Technology,Phones,604.77,4,0.20,60.48,10,Medium,483.81
Second Class,Corporate,United States,Santa Clara,California,95051,West,Office Supplies,Supplies,27.36,4,0.00,7.39,27,Low,27.36
Second Class,Corporate,United States,Santa Clara,California,95051,West,Office Supplies,Paper,20.56,2,0.00,9.66,47,Low,20.56
Second Class,Corporate,United States,Santa Clara,California,95051,West,Office Supplies,Binders,83.92,5,0.20,31.47,37.5,Low,67.14
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Tables,902.71,3,0.20,33.85,3.75,Medium,722.17
Standard Class,Home Office,United States,Fresno,California,93727,West,Furniture,Bookcases,120.67,2,0.15,21.29,17.65,Low,102.57
First Class,Consumer,United States,Fort Worth,Texas,76106,Central,Office Supplies,Binders,4.98,1,0.80,-8.47,-170,Low,1
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Furniture,Furnishings,82.26,3,0.00,33.73,41,Low,82.26
First Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Storage,29.74,1,0.00,4.46,15,Low,29.74
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Appliances,87.36,6,0.00,23.59,27,Low,87.36
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Binders,56.16,6,0.20,17.55,31.25,Low,44.93
Standard Class,Corporate,United States,Pompano Beach,Florida,33068,South,Office Supplies,Appliances,64.38,1,0.20,8.05,12.5,Low,51.51
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Storage,64.78,1,0.20,-14.58,-22.5,Low,51.83
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Paper,15.55,3,0.20,5.64,36.25,Low,12.44
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Envelopes,223.89,7,0.20,69.97,31.25,Low,179.11
Second Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,10.9,3,0.20,3.41,31.25,Low,8.72
Second Class,Consumer,United States,San Francisco,California,94109,West,Technology,Phones,84.78,2,0.20,-20.14,-23.75,Low,67.83
Standard Class,Corporate,United States,Houston,Texas,77036,Central,Furniture,Chairs,241.5,4,0.30,0,0,Low,169.05
First Class,Home Office,United States,Shelton,Connecticut,6484,East,Technology,Accessories,59.97,3,0.00,14.99,25,Low,59.97
First Class,Home Office,United States,Shelton,Connecticut,6484,East,Office Supplies,Paper,13.36,2,0.00,6.41,48,Low,13.36
Standard Class,Corporate,United States,Oakland,California,94601,West,Office Supplies,Binders,11.81,3,0.20,4.13,35,Low,9.45
Standard Class,Consumer,United States,Manchester,Connecticut,6040,East,Office Supplies,Storage,16.24,1,0.00,2.44,15,Low,16.24
Standard Class,Consumer,United States,Manchester,Connecticut,6040,East,Office Supplies,Storage,77.55,5,0.00,21.71,28,Low,77.55
Standard Class,Corporate,United States,Orange,New Jersey,7050,East,Office Supplies,Appliances,76.12,2,0.00,22.07,29,Low,76.12
First Class,Home Office,United States,Akron,Ohio,44312,East,Office Supplies,Fasteners,17.18,6,0.20,6.23,36.25,Low,13.75
First Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Paper,11.76,2,0.00,5.76,49,Low,11.76
Standard Class,Home Office,United States,Danbury,Connecticut,6810,East,Furniture,Furnishings,27.46,2,0.00,9.89,36,Low,27.46
Second Class,Consumer,United States,Franklin,Massachusetts,2038,East,Technology,Phones,137.94,3,0.00,35.86,26,Low,137.94
Second Class,Consumer,United States,Franklin,Massachusetts,2038,East,Furniture,Furnishings,111.15,5,0.00,48.91,44,Low,111.15
Second Class,Consumer,United States,Franklin,Massachusetts,2038,East,Office Supplies,Appliances,901.95,3,0.00,297.64,33,Medium,901.95
Second Class,Consumer,United States,Franklin,Massachusetts,2038,East,Furniture,Tables,366.01,3,0.30,-47.06,-12.86,Low,256.21
Same Day,Consumer,United States,Wilmington,North Carolina,28403,South,Office Supplies,Paper,310.69,7,0.20,108.74,35,Low,248.55
First Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Binders,7.68,5,0.80,-11.52,-150,Low,1.54
Second Class,Home Office,United States,Springfield,Ohio,45503,East,Furniture,Chairs,155.37,2,0.30,-35.51,-22.86,Low,108.76
Standard Class,Consumer,United States,Glendale,Arizona,85301,West,Office Supplies,Storage,10.74,1,0.20,0.81,7.5,Low,8.6
Second Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,232.4,5,0.20,78.44,33.75,Low,185.92
Second Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,164.65,3,0.10,12.81,7.78,Low,148.18
Second Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,22.68,2,0.00,11.11,49,Low,22.68
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Paper,105.52,4,0.00,48.54,46,Low,105.52
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Furniture,Furnishings,83.92,4,0.00,5.87,7,Low,83.92
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Technology,Accessories,141.9,5,0.00,58.18,41,Low,141.9
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Furniture,Furnishings,39.98,2,0.00,9.2,23,Low,39.98
